student_id,date,week,subject,score_percent,attendance,homework_completed
S012,2025-10-06,5,Mathematics,59,1,0
S012,2025-10-06,5,Biology,73,1,0
S013,2025-10-06,5,English,76,1,1
S013,2025-10-06,5,Mathematics,89,1,1
S013,2025-10-06,5,Biology,78,1,1
S014,2025-10-06,5,English,37,1,1
S014,2025-10-06,5,Mathematics,46,1,1
S014,2025-10-06,5,Biology,53,1,1
S015,2025-10-06,5,English,55,1,1
S015,2025-10-06,5,Mathematics,63,1,1
S015,2025-10-06,5,Biology,63,1,1
S016,2025-10-06,5,English,62,1,1
S016,2025-10-06,5,Mathematics,83,1,1
S016,2025-10-06,5,Biology,45,1,1
S017,2025-10-06,5,English,83,1,0
S017,2025-10-06,5,Mathematics,81,1,1
S017,2025-10-06,5,Biology,92,1,1
S018,2025-10-06,5,English,59,1,1
S018,2025-10-06,5,Mathematics,51,1,1
S018,2025-10-06,5,Biology,67,1,0
S019,2025-10-06,5,English,52,1,1
S019,2025-10-06,5,Mathematics,71,1,1
S019,2025-10-06,5,Biology,61,1,1
S020,2025-10-06,5,English,87,1,1
S020,2025-10-06,5,Mathematics,74,1,1
S020,2025-10-06,5,Biology,67,1,0
S021,2025-10-06,5,English,98,1,1
S021,2025-10-06,5,Mathematics,90,1,0
S021,2025-10-06,5,Biology,80,1,1
S022,2025-10-06,5,English,78,1,1
S022,2025-10-06,5,Mathematics,72,1,1
S022,2025-10-06,5,Biology,78,1,0
S023,2025-10-06,5,English,60,1,1
S023,2025-10-06,5,Mathematics,42,1,1
S023,2025-10-06,5,Biology,55,1,0
S024,2025-10-06,5,English,89,1,1
S024,2025-10-06,5,Mathematics,79,1,1
S024,2025-10-06,5,Biology,93,1,0
S025,2025-10-06,5,English,84,1,1
S025,2025-10-06,5,Mathematics,77,1,1
S025,2025-10-06,5,Biology,87,1,1
S026,2025-10-06,5,English,81,1,1
S026,2025-10-06,5,Mathematics,74,1,1
S026,2025-10-06,5,Biology,64,1,1
S027,2025-10-06,5,English,98,1,1
S027,2025-10-06,5,Mathematics,96,1,1
S027,2025-10-06,5,Biology,85,1,1
S028,2025-10-06,5,English,58,1,0
S028,2025-10-06,5,Mathematics,71,1,1
S028,2025-10-06,5,Biology,56,1,1
S029,2025-10-06,5,English,58,1,0
S029,2025-10-06,5,Mathematics,76,1,1
S029,2025-10-06,5,Biology,63,1,1
S030,2025-10-06,5,English,51,1,0
S030,2025-10-06,5,Mathematics,43,1,1
S030,2025-10-06,5,Biology,53,1,1
S031,2025-10-06,5,English,79,1,1
S031,2025-10-06,5,Mathematics,56,1,0
S031,2025-10-06,5,Biology,68,1,1
S032,2025-10-06,5,English,53,1,1
S032,2025-10-06,5,Mathematics,66,1,1
S032,2025-10-06,5,Biology,62,1,1
S033,2025-10-06,5,English,76,1,1
S033,2025-10-06,5,Mathematics,74,1,1
S033,2025-10-06,5,Biology,79,1,1
S034,2025-10-06,5,English,61,1,0
S034,2025-10-06,5,Mathematics,63,1,1
S034,2025-10-06,5,Biology,67,1,1
S035,2025-10-06,5,English,68,1,1
S035,2025-10-06,5,Mathematics,66,1,1
S035,2025-10-06,5,Biology,70,1,1
S036,2025-10-06,5,English,88,1,1
S036,2025-10-06,5,Mathematics,91,1,1
S036,2025-10-06,5,Biology,72,1,1
S037,2025-10-06,5,English,70,1,0
S037,2025-10-06,5,Mathematics,82,1,1
S037,2025-10-06,5,Biology,79,1,1
S038,2025-10-06,5,English,45,1,1
S038,2025-10-06,5,Mathematics,39,1,0
S038,2025-10-06,5,Biology,47,1,1
S039,2025-10-06,5,English,96,1,1
S039,2025-10-06,5,Mathematics,78,1,0
S039,2025-10-06,5,Biology,76,1,1
S040,2025-10-06,5,English,48,1,1
S040,2025-10-06,5,Mathematics,65,1,1
S040,2025-10-06,5,Biology,31,1,1
S041,2025-10-06,5,English,98,1,1
S041,2025-10-06,5,Mathematics,76,1,1
S041,2025-10-06,5,Biology,89,1,1
S042,2025-10-06,5,English,60,1,0
S042,2025-10-06,5,Mathematics,55,1,0
S042,2025-10-06,5,Biology,63,1,1
S043,2025-10-06,5,English,57,1,1
S043,2025-10-06,5,Mathematics,64,1,1
S043,2025-10-06,5,Biology,64,1,1
S044,2025-10-06,5,English,69,1,1
S044,2025-10-06,5,Mathematics,96,1,1
S044,2025-10-06,5,Biology,83,1,1
S045,2025-10-06,5,English,66,1,1
S045,2025-10-06,5,Mathematics,52,1,1
S045,2025-10-06,5,Biology,67,1,0
S046,2025-10-06,5,English,67,1,1
S046,2025-10-06,5,Mathematics,81,1,1
S046,2025-10-06,5,Biology,65,1,0
S047,2025-10-06,5,English,94,1,1
S047,2025-10-06,5,Mathematics,65,1,1
S047,2025-10-06,5,Biology,82,1,1
S048,2025-10-06,5,English,77,1,1
S048,2025-10-06,5,Mathematics,80,1,1
S048,2025-10-06,5,Biology,95,1,1
S049,2025-10-06,5,English,56,1,1
S049,2025-10-06,5,Mathematics,58,1,1
S049,2025-10-06,5,Biology,62,1,1
S050,2025-10-06,5,English,57,1,1
S050,2025-10-06,5,Mathematics,55,1,1
S050,2025-10-06,5,Biology,62,1,1
S001,2025-10-13,6,English,60,1,1
S001,2025-10-13,6,Mathematics,68,1,1
S001,2025-10-13,6,Biology,65,1,1
S002,2025-10-13,6,English,41,1,1
S002,2025-10-13,6,Mathematics,50,1,1
S002,2025-10-13,6,Biology,49,1,1
S003,2025-10-13,6,English,83,1,1
S003,2025-10-13,6,Mathematics,76,1,1
S003,2025-10-13,6,Biology,72,1,1
S004,2025-10-13,6,English,89,1,1
S004,2025-10-13,6,Mathematics,86,1,1
S004,2025-10-13,6,Biology,80,1,1
S005,2025-10-13,6,English,58,1,1
S005,2025-10-13,6,Mathematics,48,1,0
S005,2025-10-13,6,Biology,63,1,1
S006,2025-10-13,6,English,71,1,1
S006,2025-10-13,6,Mathematics,84,1,1
S006,2025-10-13,6,Biology,80,1,1
S007,2025-10-13,6,English,57,1,1
S007,2025-10-13,6,Mathematics,77,1,1
S007,2025-10-13,6,Biology,81,1,1
S008,2025-10-13,6,English,75,1,1
S008,2025-10-13,6,Mathematics,69,1,0
S008,2025-10-13,6,Biology,76,1,1
S009,2025-10-13,6,English,79,1,1
S009,2025-10-13,6,Mathematics,58,1,1
S009,2025-10-13,6,Biology,68,1,1
S010,2025-10-13,6,English,53,1,1
S010,2025-10-13,6,Mathematics,58,1,1
S010,2025-10-13,6,Biology,56,1,1
S011,2025-10-13,6,English,47,1,1
S011,2025-10-13,6,Mathematics,31,1,0
S011,2025-10-13,6,Biology,53,1,0
S012,2025-10-13,6,English,77,1,1
S012,2025-10-13,6,Mathematics,71,1,1
S012,2025-10-13,6,Biology,65,1,1
S013,2025-10-13,6,English,81,1,1
S013,2025-10-13,6,Mathematics,89,1,1
S013,2025-10-13,6,Biology,79,1,1
S014,2025-10-13,6,English,51,1,1
S014,2025-10-13,6,Mathematics,38,1,1
S014,2025-10-13,6,Biology,44,1,1
S015,2025-10-13,6,English,62,1,1
S015,2025-10-13,6,Mathematics,57,1,1
S015,2025-10-13,6,Biology,54,1,1
S016,2025-10-13,6,English,67,1,1
S016,2025-10-13,6,Mathematics,73,1,1
S016,2025-10-13,6,Biology,41,1,1
S017,2025-10-13,6,English,79,1,1
S017,2025-10-13,6,Mathematics,78,1,1
S017,2025-10-13,6,Biology,77,1,1
S018,2025-10-13,6,English,63,1,1
S018,2025-10-13,6,Mathematics,51,1,0
S018,2025-10-13,6,Biology,79,1,1
S019,2025-10-13,6,English,60,1,1
S019,2025-10-13,6,Mathematics,70,1,1
S019,2025-10-13,6,Biology,71,1,1
S020,2025-10-13,6,English,80,1,0
S020,2025-10-13,6,Mathematics,84,1,0
S020,2025-10-13,6,Biology,77,1,1
S021,2025-10-13,6,English,96,1,1
S021,2025-10-13,6,Mathematics,94,1,1
S021,2025-10-13,6,Biology,82,1,1
S022,2025-10-13,6,English,64,1,1
S022,2025-10-13,6,Mathematics,69,1,1
S022,2025-10-13,6,Biology,60,1,1
S023,2025-10-13,6,English,61,1,1
S023,2025-10-13,6,Mathematics,49,1,1
S023,2025-10-13,6,Biology,56,1,0
S024,2025-10-13,6,English,86,1,1
S024,2025-10-13,6,Mathematics,87,1,1
S024,2025-10-13,6,Biology,75,1,1
S025,2025-10-13,6,English,69,1,1
S025,2025-10-13,6,Mathematics,78,1,1
S025,2025-10-13,6,Biology,64,1,1
S026,2025-10-13,6,English,87,1,1
S026,2025-10-13,6,Mathematics,72,1,0
S026,2025-10-13,6,Biology,65,1,1
S027,2025-10-13,6,English,86,1,1
S027,2025-10-13,6,Mathematics,96,1,1
S027,2025-10-13,6,Biology,87,1,1
S028,2025-10-13,6,English,75,1,1
S028,2025-10-13,6,Mathematics,79,1,1
S028,2025-10-13,6,Biology,88,1,1
S029,2025-10-13,6,English,70,1,1
S029,2025-10-13,6,Mathematics,88,1,0
S029,2025-10-13,6,Biology,69,1,1
S030,2025-10-13,6,English,67,1,1
S030,2025-10-13,6,Mathematics,45,1,1
S030,2025-10-13,6,Biology,46,1,1
S031,2025-10-13,6,English,72,1,0
S031,2025-10-13,6,Mathematics,50,1,1
S031,2025-10-13,6,Biology,68,1,1
S032,2025-10-13,6,English,56,1,1
S032,2025-10-13,6,Mathematics,51,1,1
S032,2025-10-13,6,Biology,68,1,1
S033,2025-10-13,6,English,69,1,1
S033,2025-10-13,6,Mathematics,94,1,1
S033,2025-10-13,6,Biology,69,1,1
S034,2025-10-13,6,English,47,1,1
S034,2025-10-13,6,Mathematics,54,1,0
S034,2025-10-13,6,Biology,65,1,1
S035,2025-10-13,6,English,57,1,1
S035,2025-10-13,6,Mathematics,62,1,1
S035,2025-10-13,6,Biology,70,1,1
S036,2025-10-13,6,English,70,1,1
S036,2025-10-13,6,Mathematics,89,1,1
S036,2025-10-13,6,Biology,73,1,1
S037,2025-10-13,6,English,75,1,1
S037,2025-10-13,6,Mathematics,94,1,1
S037,2025-10-13,6,Biology,92,1,1
S038,2025-10-13,6,English,47,1,1
S038,2025-10-13,6,Mathematics,51,1,0
S038,2025-10-13,6,Biology,41,1,1
S039,2025-10-13,6,English,88,1,1
S039,2025-10-13,6,Mathematics,70,1,1
S039,2025-10-13,6,Biology,86,1,1
S040,2025-10-13,6,English,51,1,1
S040,2025-10-13,6,Mathematics,57,1,1
S040,2025-10-13,6,Biology,45,1,1
S041,2025-10-13,6,English,98,1,1
S041,2025-10-13,6,Mathematics,65,1,1
S041,2025-10-13,6,Biology,85,1,1
S042,2025-10-13,6,English,52,1,1
S042,2025-10-13,6,Mathematics,62,1,1
S042,2025-10-13,6,Biology,52,1,0
S043,2025-10-13,6,English,45,1,1
S043,2025-10-13,6,Mathematics,79,1,1
S043,2025-10-13,6,Biology,71,1,1
S044,2025-10-13,6,English,69,1,1
S044,2025-10-13,6,Mathematics,79,1,1
S044,2025-10-13,6,Biology,88,1,0
S045,2025-10-13,6,English,65,1,1
S045,2025-10-13,6,Mathematics,51,1,0
S045,2025-10-13,6,Biology,62,1,0
S046,2025-10-13,6,English,73,1,0
S046,2025-10-13,6,Mathematics,59,1,1
S046,2025-10-13,6,Biology,64,1,1
S047,2025-10-13,6,English,91,1,1
S047,2025-10-13,6,Mathematics,75,1,1
S047,2025-10-13,6,Biology,96,1,1
S048,2025-10-13,6,English,77,1,1
S048,2025-10-13,6,Mathematics,78,1,0
S048,2025-10-13,6,Biology,94,1,1
S049,2025-10-13,6,English,69,1,1
S049,2025-10-13,6,Mathematics,62,1,1
S049,2025-10-13,6,Biology,80,1,1
S050,2025-10-13,6,English,60,1,1
S050,2025-10-13,6,Mathematics,62,1,1
S050,2025-10-13,6,Biology,59,1,1
S001,2025-10-20,7,English,72,1,1
S001,2025-10-20,7,Mathematics,64,1,1
S001,2025-10-20,7,Biology,72,1,1
S002,2025-10-20,7,English,51,1,1
S002,2025-10-20,7,Mathematics,51,1,0
S002,2025-10-20,7,Biology,49,1,0
S003,2025-10-20,7,English,90,1,1
S003,2025-10-20,7,Mathematics,86,1,1
S003,2025-10-20,7,Biology,79,1,1
S004,2025-10-20,7,English,84,1,1
S004,2025-10-20,7,Mathematics,84,1,1
S004,2025-10-20,7,Biology,84,1,1
S005,2025-10-20,7,English,62,1,1
S005,2025-10-20,7,Mathematics,44,1,1
S005,2025-10-20,7,Biology,58,1,1
S006,2025-10-20,7,English,59,1,1
S006,2025-10-20,7,Mathematics,73,1,1
S006,2025-10-20,7,Biology,79,1,1
S007,2025-10-20,7,English,71,1,1
S007,2025-10-20,7,Mathematics,82,1,1
S007,2025-10-20,7,Biology,76,1,1
S008,2025-10-20,7,English,72,1,1
S008,2025-10-20,7,Mathematics,66,1,1
S008,2025-10-20,7,Biology,55,1,1
S009,2025-10-20,7,English,78,1,1
S009,2025-10-20,7,Mathematics,72,1,1
S009,2025-10-20,7,Biology,55,1,1
S010,2025-10-20,7,English,59,1,1
S010,2025-10-20,7,Mathematics,69,1,1
S010,2025-10-20,7,Biology,52,1,1
S011,2025-10-20,7,English,59,1,1
S011,2025-10-20,7,Mathematics,55,1,1
S011,2025-10-20,7,Biology,55,1,1
S012,2025-10-20,7,English,76,1,1
S012,2025-10-20,7,Mathematics,61,1,0
S012,2025-10-20,7,Biology,60,1,1
S013,2025-10-20,7,English,94,1,1
S013,2025-10-20,7,Mathematics,86,1,1
S013,2025-10-20,7,Biology,95,1,1
S014,2025-10-20,7,English,48,1,1
S014,2025-10-20,7,Mathematics,44,1,1
S014,2025-10-20,7,Biology,43,1,1
S015,2025-10-20,7,English,48,1,0
S015,2025-10-20,7,Mathematics,49,1,1
S015,2025-10-20,7,Biology,70,1,1
S016,2025-10-20,7,English,61,1,1
S016,2025-10-20,7,Mathematics,58,1,1
S016,2025-10-20,7,Biology,59,1,0
S017,2025-10-20,7,English,83,1,1
S017,2025-10-20,7,Mathematics,87,1,1
S017,2025-10-20,7,Biology,80,1,1
S018,2025-10-20,7,English,62,1,1
S018,2025-10-20,7,Mathematics,72,1,1
S018,2025-10-20,7,Biology,78,1,1
S019,2025-10-20,7,English,67,1,0
S019,2025-10-20,7,Mathematics,67,1,1
S019,2025-10-20,7,Biology,71,1,0
S020,2025-10-20,7,English,76,1,1
S020,2025-10-20,7,Mathematics,64,1,1
S020,2025-10-20,7,Biology,78,1,0
S021,2025-10-20,7,English,98,1,1
S021,2025-10-20,7,Mathematics,84,1,1
S021,2025-10-20,7,Biology,98,1,1
S022,2025-10-20,7,English,72,1,0
S022,2025-10-20,7,Mathematics,61,1,1
S022,2025-10-20,7,Biology,75,1,1
S023,2025-10-20,7,English,61,1,1
S023,2025-10-20,7,Mathematics,44,1,0
S023,2025-10-20,7,Biology,58,1,1
S024,2025-10-20,7,English,63,1,1
S024,2025-10-20,7,Mathematics,84,1,1
S024,2025-10-20,7,Biology,83,1,0
S025,2025-10-20,7,English,79,1,1
S025,2025-10-20,7,Mathematics,78,1,1
S025,2025-10-20,7,Biology,90,1,1
S026,2025-10-20,7,English,86,1,1
S026,2025-10-20,7,Mathematics,83,1,0
S026,2025-10-20,7,Biology,58,1,1
S027,2025-10-20,7,English,96,1,1
S027,2025-10-20,7,Mathematics,95,1,1
S027,2025-10-20,7,Biology,70,1,0
S028,2025-10-20,7,English,55,1,1
S028,2025-10-20,7,Mathematics,65,1,1
S028,2025-10-20,7,Biology,80,1,1
S029,2025-10-20,7,English,66,1,1
S029,2025-10-20,7,Mathematics,76,1,0
S029,2025-10-20,7,Biology,71,1,1
S030,2025-10-20,7,English,48,1,1
S030,2025-10-20,7,Mathematics,35,1,1
S030,2025-10-20,7,Biology,43,1,0
S031,2025-10-20,7,English,69,1,1
S031,2025-10-20,7,Mathematics,60,1,1
S031,2025-10-20,7,Biology,64,1,0
S032,2025-10-20,7,English,62,1,1
S032,2025-10-20,7,Mathematics,65,1,1
S032,2025-10-20,7,Biology,61,1,1
S033,2025-10-20,7,English,75,1,1
S033,2025-10-20,7,Mathematics,81,1,1
S033,2025-10-20,7,Biology,66,1,1
S034,2025-10-20,7,English,55,1,1
S034,2025-10-20,7,Mathematics,60,1,0
S034,2025-10-20,7,Biology,75,1,1
S035,2025-10-20,7,English,60,1,1
S035,2025-10-20,7,Mathematics,60,1,1
S035,2025-10-20,7,Biology,59,1,1
S036,2025-10-20,7,English,70,1,0
S036,2025-10-20,7,Mathematics,88,1,1
S036,2025-10-20,7,Biology,86,1,1
S037,2025-10-20,7,English,80,1,1
S037,2025-10-20,7,Mathematics,93,1,1
S037,2025-10-20,7,Biology,76,1,0
S038,2025-10-20,7,English,42,1,1
S038,2025-10-20,7,Mathematics,53,1,0
S038,2025-10-20,7,Biology,39,1,1
S039,2025-10-20,7,English,92,1,1
S039,2025-10-20,7,Mathematics,81,1,1
S039,2025-10-20,7,Biology,78,1,1
S040,2025-10-20,7,English,53,1,1
S040,2025-10-20,7,Mathematics,52,1,1
S040,2025-10-20,7,Biology,61,1,1
S041,2025-10-20,7,English,98,1,1
S041,2025-10-20,7,Mathematics,83,1,0
S041,2025-10-20,7,Biology,88,1,1
S042,2025-10-20,7,English,39,1,1
S042,2025-10-20,7,Mathematics,54,1,1
S042,2025-10-20,7,Biology,40,1,0
S043,2025-10-20,7,English,60,1,1
S043,2025-10-20,7,Mathematics,55,1,1
S043,2025-10-20,7,Biology,62,1,0
S044,2025-10-20,7,English,68,1,1
S044,2025-10-20,7,Mathematics,86,1,1
S044,2025-10-20,7,Biology,84,1,1
S045,2025-10-20,7,English,57,1,1
S045,2025-10-20,7,Mathematics,49,1,1
S045,2025-10-20,7,Biology,68,1,0
S046,2025-10-20,7,English,67,1,1
S046,2025-10-20,7,Mathematics,67,1,1
S046,2025-10-20,7,Biology,56,1,1
S047,2025-10-20,7,English,84,1,1
S047,2025-10-20,7,Mathematics,84,1,1
S047,2025-10-20,7,Biology,82,1,1
S048,2025-10-20,7,English,72,1,1
S048,2025-10-20,7,Mathematics,82,1,1
S048,2025-10-20,7,Biology,82,1,1
S049,2025-10-20,7,English,51,1,1
S049,2025-10-20,7,Mathematics,82,1,1
S049,2025-10-20,7,Biology,71,1,1
S050,2025-10-20,7,English,49,1,1
S050,2025-10-20,7,Mathematics,70,1,1
S050,2025-10-20,7,Biology,54,1,1
S001,2025-10-27,8,English,57,1,1
S001,2025-10-27,8,Mathematics,70,1,1
S001,2025-10-27,8,Biology,60,1,1
S002,2025-10-27,8,English,50,1,1
S002,2025-10-27,8,Mathematics,54,1,1
S002,2025-10-27,8,Biology,53,1,1
S003,2025-10-27,8,English,86,1,1
S003,2025-10-27,8,Mathematics,65,1,1
S003,2025-10-27,8,Biology,71,1,1
S004,2025-10-27,8,English,88,1,1
S004,2025-10-27,8,Mathematics,98,1,1
S004,2025-10-27,8,Biology,84,1,1
S005,2025-10-27,8,English,55,1,1
S005,2025-10-27,8,Mathematics,47,1,1
S005,2025-10-27,8,Biology,70,1,1
S006,2025-10-27,8,English,65,1,0
S006,2025-10-27,8,Mathematics,66,1,1
S006,2025-10-27,8,Biology,65,1,1
S007,2025-10-27,8,English,65,1,0
S007,2025-10-27,8,Mathematics,72,1,1
S007,2025-10-27,8,Biology,69,1,0
S008,2025-10-27,8,English,85,1,1
S008,2025-10-27,8,Mathematics,87,1,1
S008,2025-10-27,8,Biology,71,1,1
S009,2025-10-27,8,English,68,1,1
S009,2025-10-27,8,Mathematics,66,1,1
S009,2025-10-27,8,Biology,64,1,1
S010,2025-10-27,8,English,64,1,1
S010,2025-10-27,8,Mathematics,49,1,1
S010,2025-10-27,8,Biology,57,1,1
S011,2025-10-27,8,English,66,1,1
S011,2025-10-27,8,Mathematics,43,1,1
S011,2025-10-27,8,Biology,55,1,1
S012,2025-10-27,8,English,71,1,1
S012,2025-10-27,8,Mathematics,53,1,1
S012,2025-10-27,8,Biology,64,1,0
S013,2025-10-27,8,English,71,1,1
S013,2025-10-27,8,Mathematics,87,1,1
S013,2025-10-27,8,Biology,79,1,1
S014,2025-10-27,8,English,43,1,1
S014,2025-10-27,8,Mathematics,41,1,1
S014,2025-10-27,8,Biology,40,1,1
S015,2025-10-27,8,English,66,1,0
S015,2025-10-27,8,Mathematics,50,1,1
S015,2025-10-27,8,Biology,61,1,1
S016,2025-10-27,8,English,69,1,1
S016,2025-10-27,8,Mathematics,64,1,0
S016,2025-10-27,8,Biology,42,1,1
S017,2025-10-27,8,English,84,1,1
S017,2025-10-27,8,Mathematics,71,1,1
S017,2025-10-27,8,Biology,80,1,1
S018,2025-10-27,8,English,61,1,1
S018,2025-10-27,8,Mathematics,64,1,1
S018,2025-10-27,8,Biology,56,1,0
S019,2025-10-27,8,English,49,1,1
S019,2025-10-27,8,Mathematics,67,1,1
S019,2025-10-27,8,Biology,67,1,1
S020,2025-10-27,8,English,86,1,1
S020,2025-10-27,8,Mathematics,71,1,1
S020,2025-10-27,8,Biology,58,1,0
S021,2025-10-27,8,English,89,1,1
S021,2025-10-27,8,Mathematics,87,1,1
S021,2025-10-27,8,Biology,98,1,1
S022,2025-10-27,8,English,74,1,1
S022,2025-10-27,8,Mathematics,80,1,1
S022,2025-10-27,8,Biology,64,1,1
S023,2025-10-27,8,English,50,1,1
S023,2025-10-27,8,Mathematics,64,1,1
S023,2025-10-27,8,Biology,57,1,0
S024,2025-10-27,8,English,84,1,1
S024,2025-10-27,8,Mathematics,82,1,1
S024,2025-10-27,8,Biology,70,1,1
S025,2025-10-27,8,English,66,1,0
S025,2025-10-27,8,Mathematics,73,1,1
S025,2025-10-27,8,Biology,79,1,1
S026,2025-10-27,8,English,85,1,1
S026,2025-10-27,8,Mathematics,74,1,0
S026,2025-10-27,8,Biology,70,1,1
S027,2025-10-27,8,English,98,1,1
S027,2025-10-27,8,Mathematics,90,1,0
S027,2025-10-27,8,Biology,82,1,1
S028,2025-10-27,8,English,64,1,1
S028,2025-10-27,8,Mathematics,72,1,1
S028,2025-10-27,8,Biology,67,1,1
S029,2025-10-27,8,English,50,1,1
S029,2025-10-27,8,Mathematics,79,1,1
S029,2025-10-27,8,Biology,81,1,1
S030,2025-10-27,8,English,58,1,1
S030,2025-10-27,8,Mathematics,51,1,1
S030,2025-10-27,8,Biology,47,1,1
S031,2025-10-27,8,English,70,1,1
S031,2025-10-27,8,Mathematics,63,1,1
S031,2025-10-27,8,Biology,70,1,1
S032,2025-10-27,8,English,65,1,0
S032,2025-10-27,8,Mathematics,75,1,1
S032,2025-10-27,8,Biology,75,1,1
S033,2025-10-27,8,English,79,1,1
S033,2025-10-27,8,Mathematics,81,1,1
S033,2025-10-27,8,Biology,80,1,1
S034,2025-10-27,8,English,73,1,1
S034,2025-10-27,8,Mathematics,67,1,0
S034,2025-10-27,8,Biology,68,1,1
S035,2025-10-27,8,English,69,1,1
S035,2025-10-27,8,Mathematics,58,1,1
S035,2025-10-27,8,Biology,66,1,1
S036,2025-10-27,8,English,76,1,1
S036,2025-10-27,8,Mathematics,86,1,1
S036,2025-10-27,8,Biology,80,1,1
S037,2025-10-27,8,English,81,1,1
S037,2025-10-27,8,Mathematics,81,1,1
S037,2025-10-27,8,Biology,87,1,1
S038,2025-10-27,8,English,48,1,1
S038,2025-10-27,8,Mathematics,63,1,1
S038,2025-10-27,8,Biology,43,1,1
S039,2025-10-27,8,English,78,1,1
S039,2025-10-27,8,Mathematics,69,1,1
S039,2025-10-27,8,Biology,71,1,0
S040,2025-10-27,8,English,63,1,1
S040,2025-10-27,8,Mathematics,54,1,1
S040,2025-10-27,8,Biology,53,1,1
S041,2025-10-27,8,English,98,1,1
S041,2025-10-27,8,Mathematics,87,1,1
S041,2025-10-27,8,Biology,82,1,1
S042,2025-10-27,8,English,49,1,1
S042,2025-10-27,8,Mathematics,52,1,1
S042,2025-10-27,8,Biology,55,1,1
S043,2025-10-27,8,English,62,1,1
S043,2025-10-27,8,Mathematics,62,1,1
S043,2025-10-27,8,Biology,63,1,1
S044,2025-10-27,8,English,77,1,1
S044,2025-10-27,8,Mathematics,86,1,1
S044,2025-10-27,8,Biology,95,1,1
S045,2025-10-27,8,English,67,1,1
S045,2025-10-27,8,Mathematics,50,1,1
S045,2025-10-27,8,Biology,82,1,1
S046,2025-10-27,8,English,60,1,1
S046,2025-10-27,8,Mathematics,75,1,1
S046,2025-10-27,8,Biology,75,1,1
S047,2025-10-27,8,English,95,1,1
S047,2025-10-27,8,Mathematics,71,1,1
S047,2025-10-27,8,Biology,96,1,1
S048,2025-10-27,8,English,86,1,1
S048,2025-10-27,8,Mathematics,86,1,1
S048,2025-10-27,8,Biology,88,1,1
S049,2025-10-27,8,English,59,1,1
S049,2025-10-27,8,Mathematics,63,1,0
S049,2025-10-27,8,Biology,76,1,1
S050,2025-10-27,8,English,51,1,0
S050,2025-10-27,8,Mathematics,63,1,1
S050,2025-10-27,8,Biology,48,1,1
S001,2025-11-03,9,English,66,1,1
S001,2025-11-03,9,Mathematics,63,1,1
S001,2025-11-03,9,Biology,63,1,1
S002,2025-11-03,9,English,55,1,1
S002,2025-11-03,9,Mathematics,52,1,1
S002,2025-11-03,9,Biology,51,1,1
S003,2025-11-03,9,English,72,1,1
S003,2025-11-03,9,Mathematics,66,1,1
S003,2025-11-03,9,Biology,84,1,1
S004,2025-11-03,9,English,98,1,1
S004,2025-11-03,9,Mathematics,93,1,1
S004,2025-11-03,9,Biology,96,1,0
S005,2025-11-03,9,English,69,1,1
S005,2025-11-03,9,Mathematics,50,1,1
S005,2025-11-03,9,Biology,62,1,1
S006,2025-11-03,9,English,63,1,1
S006,2025-11-03,9,Mathematics,67,1,1
S006,2025-11-03,9,Biology,75,1,0
S007,2025-11-03,9,English,68,1,1
S007,2025-11-03,9,Mathematics,74,1,1
S007,2025-11-03,9,Biology,78,1,1
S008,2025-11-03,9,English,82,1,1
S008,2025-11-03,9,Mathematics,63,1,0
S008,2025-11-03,9,Biology,74,1,1
S009,2025-11-03,9,English,53,1,1
S009,2025-11-03,9,Mathematics,65,1,1
S009,2025-11-03,9,Biology,67,1,1
S010,2025-11-03,9,English,50,1,1
S010,2025-11-03,9,Mathematics,46,1,1
S010,2025-11-03,9,Biology,60,1,1
S011,2025-11-03,9,English,56,1,1
S011,2025-11-03,9,Mathematics,42,1,1
S011,2025-11-03,9,Biology,59,1,1
S012,2025-11-03,9,English,73,1,1
S012,2025-11-03,9,Mathematics,70,1,1
S012,2025-11-03,9,Biology,66,1,1
S013,2025-11-03,9,English,77,1,1
S013,2025-11-03,9,Mathematics,96,1,1
S013,2025-11-03,9,Biology,89,1,1
S014,2025-11-03,9,English,49,1,1
S014,2025-11-03,9,Mathematics,38,1,1
S014,2025-11-03,9,Biology,52,1,1
S015,2025-11-03,9,English,61,1,1
S015,2025-11-03,9,Mathematics,60,1,1
S015,2025-11-03,9,Biology,67,1,1
S016,2025-11-03,9,English,58,1,1
S016,2025-11-03,9,Mathematics,82,1,1
S016,2025-11-03,9,Biology,58,1,1
S017,2025-11-03,9,English,91,1,1
S017,2025-11-03,9,Mathematics,61,1,1
S017,2025-11-03,9,Biology,76,1,1
S018,2025-11-03,9,English,62,1,1
S018,2025-11-03,9,Mathematics,61,1,1
S018,2025-11-03,9,Biology,64,1,0
S019,2025-11-03,9,English,45,1,0
S019,2025-11-03,9,Mathematics,72,1,1
S019,2025-11-03,9,Biology,68,1,1
S020,2025-11-03,9,English,76,1,1
S020,2025-11-03,9,Mathematics,71,1,1
S020,2025-11-03,9,Biology,69,1,1
S021,2025-11-03,9,English,85,1,1
S021,2025-11-03,9,Mathematics,81,1,0
S021,2025-11-03,9,Biology,77,1,1
S022,2025-11-03,9,English,69,1,1
S022,2025-11-03,9,Mathematics,59,1,1
S022,2025-11-03,9,Biology,69,1,1
S023,2025-11-03,9,English,64,1,1
S023,2025-11-03,9,Mathematics,43,1,0
S023,2025-11-03,9,Biology,64,1,1
